mal_id,name,english_name,japanese_name,score,genres,type,episodes,aired,premiered,release_year,release_season,producers,studios,source,duration,rating,ranked,popularity,members,favorites,synopsis,img_url,weighted_score,log_members,log_favorites,primary_genre,content_soup,genres_list,score_norm
3297,Aria the Origination,Aria the Origination,ARIA The ORIGINATION,8.53,"Sci-Fi, Slice of Life, Fantasy, Shounen",TV,13.0,"Jan 8, 2008 to Apr 1, 2008",Winter 2008,2008,Winter,"TV Tokyo, Shochiku, Mag Garden",Hal Film Maker,Manga,24 min. per ep.,G - All Ages,89.0,1415,98196,3612,"In the 24th century on the planet Aqua, three girls—Akari Mizunashi, Alice Carroll, and Aika S. Granzchesta—continue to work hard toward achieving their goal of becoming Prima Undines: professional tour guide gondoliers. Luckily, the girls have the guidance of the three best Prima Undines in Neo-Venezia—Alicia Florence, Athena Glory, and Akira E. Ferrari—who are known as the ""Water Fairies"" in honor of their skill. With their help, the young apprentices train hard and work to overcome any situations that they find themselves in. Aria The Origination follows the hardships and daily lives of these three young girls, who are doing their best to improve as tour gondoliers in Neo-Venezia, a terraformed replica of Venice.",https://cdn.myanimelist.net/images/anime/6/77623.jpg,7.93,11.4947,8.1923,Sci-Fi,"aria the origination tv source: manga studio: hal film maker sci-fi, slice of life, fantasy, shounen in the 24th century on the planet aqua, three girls—akari mizunashi, alice carroll, and aika s. granzchesta—continue to work hard toward achieving their goal of becoming prima undines: professional tour guide gondoliers. luckily, the girls have the guidance of the three best prima undines in neo-venezia—alicia florence, athena glory, and akira e. ferrari—who are known as the ""water fairies"" in honor of their skill. with their help, the young apprentices train hard and work to overcome any situations that they find themselves in. aria the origination follows the hardships and daily lives of these three young girls, who are doing their best to improve as tour gondoliers in neo-venezia, a terraformed replica of venice.","['Sci-Fi', 'Slice of Life', 'Fantasy', 'Shounen']",0.9101
8934,Star Driver: Kagayaki no Takuto,Star Driver,STAR DRIVER 輝きのタクト,7.23,"Action, Romance, Mecha, Shounen",TV,25.0,"Oct 3, 2010 to Apr 3, 2011",Fall 2010,2010,Fall,"Aniplex, Dentsu, Square Enix, Mainichi Broadcasting System, Bandai Namco Entertainment",Bones,Original,25 min. per ep.,PG-13 - Teens 13 or older,2630.0,1410,98153,592,"Deep beneath the surface of Southern Cross Isle, a mysterious organization known as the Glittering Crux Brigade frequently gathers in their underground fortress. The group is particularly interested in ""Cybodies,"" stone giants which can transform into massive fighting humanoids but only in a realm known as ""Zero Time."" By finding and shattering the seals of the island's four seal maidens, Glittering Crux hopes to break free of Zero Time and use the Cybodies anywhere they please. One night, a young man named Takuto Tsunashi washes up on the island's shore and is rescued by Sugata Shindou and his fiancée Wako Agemaki, one of the island's seal maidens. After he awakens, Takuto quickly befriends the two and proceeds to enroll at the local academy, where many of his fellow students are secretly members of Glittering Crux. However, Takuto holds a secret: when in Zero Time, he can utilize a Cybody of his own—the Tauburn. In the forthcoming battle, Takuto and the Tauburn will be the key to preventing Glittering Crux from shattering Wako's seal and realizing its nefarious ambitions.",https://cdn.myanimelist.net/images/anime/4/25953.jpg,7.02,11.4943,6.3852,Action,"star driver: kagayaki no takuto star driver tv source: original studio: bones action, romance, mecha, shounen deep beneath the surface of southern cross isle, a mysterious organization known as the glittering crux brigade frequently gathers in their underground fortress. the group is particularly interested in ""cybodies,"" stone giants which can transform into massive fighting humanoids but only in a realm known as ""zero time."" by finding and shattering the seals of the island's four seal maidens, glittering crux hopes to break free of zero time and use the cybodies anywhere they please. one night, a young man named takuto tsunashi washes up on the island's shore and is rescued by sugata shindou and his fiancée wako agemaki, one of the island's seal maidens. after he awakens, takuto quickly befriends the two and proceeds to enroll at the local academy, where many of his fellow students are secretly members of glittering crux. however, takuto holds a secret: when in zero time, he can utilize a cybody of his own—the tauburn. in the forthcoming battle, takuto and the tauburn will be the key to preventing glittering crux from shattering wako's seal and realizing its nefarious ambitions.","['Action', 'Romance', 'Mecha', 'Shounen']",0.733
899,Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,Dragon Ball Z:The Return of Cooler,ドラゴンボールZ 激突!!100億パワーの戦士たち,6.83,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1.0,"Mar 7, 1992",,1992,Unknown,Unknown,Toei Animation,Manga,45 min.,PG-13 - Teens 13 or older,4322.0,1418,98029,34,Cooler has resurrected himself as a robot and is enslaving the people of New Namek. Goku and the gang must help.,https://cdn.myanimelist.net/images/anime/1007/93669.jpg,6.74,11.493,3.5553,Action,"dragon ball z movie 06: gekitotsu!! 100-oku power no senshi-tachi dragon ball z:the return of cooler movie source: manga studio: toei animation action, adventure, comedy, fantasy, sci-fi, shounen cooler has resurrected himself as a robot and is enslaving the people of new namek. goku and the gang must help.","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']",0.6785
33051,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,Mobile Suit Gundam:Iron-Blooded Orphans 2nd Season,機動戦士ガンダム 鉄血のオルフェンズ 第2期,8.24,"Action, Drama, Mecha, Sci-Fi, Space",TV,25.0,"Oct 2, 2016 to Apr 2, 2017",Fall 2016,2016,Fall,"Sotsu, Asatsu DK, Mainichi Broadcasting System",Sunrise,Original,24 min. per ep.,R - 17+ (violence & profanity),271.0,1418,97951,1254,"Tekkadan has now become a direct affiliate of Teiwaz after procuring a new trade agreement with Arbrau. With its newfound funds and prestige, Tekkadan finds both its list of allies and enemies growing. Meanwhile, the flames of the Gjallarhorn power struggle continue to rage in full force. As a part of her efforts to make Mars financially independent from Earth, Kudelia Aina Bernstein founds the Admoss Company and enlists Tekkadan as her business partner. The stakes are getting higher as the Tekkadan family continues to grow. Will Orga, Mikazuki, and the rest of the Tekkadan faction be able to keep up, or will Kudelia's dream of Martian independence die out?",https://cdn.myanimelist.net/images/anime/6/80899.jpg,7.73,11.4922,7.1349,Action,"mobile suit gundam: iron-blooded orphans 2nd season mobile suit gundam:iron-blooded orphans 2nd season tv source: original studio: sunrise action, drama, mecha, sci-fi, space tekkadan has now become a direct affiliate of teiwaz after procuring a new trade agreement with arbrau. with its newfound funds and prestige, tekkadan finds both its list of allies and enemies growing. meanwhile, the flames of the gjallarhorn power struggle continue to rage in full force. as a part of her efforts to make mars financially independent from earth, kudelia aina bernstein founds the admoss company and enlists tekkadan as her business partner. the stakes are getting higher as the tekkadan family continues to grow. will orga, mikazuki, and the rest of the tekkadan faction be able to keep up, or will kudelia's dream of martian independence die out?","['Action', 'Drama', 'Mecha', 'Sci-Fi', 'Space']",0.8706
31914,Shoujo-tachi wa Kouya wo Mezasu,Girls Beyond the Wasteland,少女たちは荒野を目指す,6.33,School,TV,12.0,"Jan 7, 2016 to Mar 24, 2016",Winter 2016,2016,Winter,"Sotsu, Lantis, Magic Capsule, Warner Bros. Japan, KlockWorx, Cospa, ASCII Media Works, Hawkeye","Barnum Studio, Project No.9",Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,6742.0,1418,97928,133,"Shoujo-tachi wa Kouya wo Mezasu is a series all about finding oneself and a direction in life... no matter how far off the beaten path it might be. Buntarou Hojo is a high school student who has a talent for writing, but no real direction in life or any plans for the future. His classmate, Sayuki Kuroda notices his talent, decides to help him find a way to use it properly by enlisting him in her bishoujo game development group. When Buntarou is cornered in the men's bathroom at school by Sayuki, he is surprised when he is asked out on what he thinks is a date, and even further surprised when he finds out that it's not a date, but a job interview. Reluctantly agreeing, the two start recruiting other members for their team but will they learn more about game creation, or life itself along the way?",https://cdn.myanimelist.net/images/anime/4/77837.jpg,6.38,11.492,4.8978,School,"shoujo-tachi wa kouya wo mezasu girls beyond the wasteland tv source: visual novel studio: barnum studio, project no.9 school shoujo-tachi wa kouya wo mezasu is a series all about finding oneself and a direction in life... no matter how far off the beaten path it might be. buntarou hojo is a high school student who has a talent for writing, but no real direction in life or any plans for the future. his classmate, sayuki kuroda notices his talent, decides to help him find a way to use it properly by enlisting him in her bishoujo game development group. when buntarou is cornered in the men's bathroom at school by sayuki, he is surprised when he is asked out on what he thinks is a date, and even further surprised when he finds out that it's not a date, but a job interview. reluctantly agreeing, the two start recruiting other members for their team but will they learn more about game creation, or life itself along the way?",['School'],0.6104
37396,Shikioriori,Flavors of Youth,詩季織々（しきおりおり）,7.17,"Drama, Romance, Slice of Life",Movie,3.0,"Aug 4, 2018",,2018,Unknown,"The Answer Studio, Sound Team Don Juan, Tokyo Theatres, Haoliners Animation League, bilibili",CoMix Wave Films,Original,26 min. per ep.,PG-13 - Teens 13 or older,2879.0,1436,97673,205,"The rigorous city life of China, while bustling and unforgiving, contains the everlasting memories of days past. Three stories told in three different cities, Shikioriori follows the loss of youth and the daunting realization of adulthood. Though reality may seem ever changing, unchangeable are the short-lived moments of one's childhood days. A plentiful bowl of noodles, the beauty of family and the trials of first love endure the inevitable flow of time, as three different characters explore the strength of bonds and the warmth of cherished memories. Within the disorder of the present world, witness these quaint stories recognize the comfort of the past, and attempt to revive the neglected flavors of youth.",https://cdn.myanimelist.net/images/anime/1529/93093.jpg,6.97,11.4894,5.3279,Drama,"shikioriori flavors of youth movie source: original studio: comix wave films drama, romance, slice of life the rigorous city life of china, while bustling and unforgiving, contains the everlasting memories of days past. three stories told in three different cities, shikioriori follows the loss of youth and the daunting realization of adulthood. though reality may seem ever changing, unchangeable are the short-lived moments of one's childhood days. a plentiful bowl of noodles, the beauty of family and the trials of first love endure the inevitable flow of time, as three different characters explore the strength of bonds and the warmth of cherished memories. within the disorder of the present world, witness these quaint stories recognize the comfort of the past, and attempt to revive the neglected flavors of youth.","['Drama', 'Romance', 'Slice of Life']",0.7248
949,Top wo Nerae! Gunbuster,Gunbuster,トップをねらえ！ GunBuster,7.89,"Action, Comedy, Drama, Mecha, Military, Sci-Fi, Shounen, Space",OVA,6.0,"Oct 7, 1988 to Jul 7, 1989",,1988,Unknown,"Studio Fantasia, Tohokushinsha Film Corporation",Gainax,Original,30 min. per ep.,R+ - Mild Nudity,684.0,1424,97623,2322,"In the near future, humanity has taken its first steps towards journeying into the far reaches of the galaxy. Upon doing so they discover a huge race of insectoid aliens known as ""Space Monsters."" These aliens seem dedicated to the eradication of mankind as they near closer and closer to discovering Earth. In response, humanity develops giant fighting robots piloted by hand-picked youth from around the world. Shortly after the discovery of the aliens, Noriko Takaya, the daughter of a famous deceased space captain, enters a training school despite her questionable talents as a pilot. There, she meets her polar opposite, the beautiful and talented Kazumi Amano, and is unexpectedly made to work together with her as they attempt to overcome the trauma of war as well as their own emotions.",https://cdn.myanimelist.net/images/anime/1303/92309.jpg,7.48,11.4889,7.7506,Action,"top wo nerae! gunbuster gunbuster ova source: original studio: gainax action, comedy, drama, mecha, military, sci-fi, shounen, space in the near future, humanity has taken its first steps towards journeying into the far reaches of the galaxy. upon doing so they discover a huge race of insectoid aliens known as ""space monsters."" these aliens seem dedicated to the eradication of mankind as they near closer and closer to discovering earth. in response, humanity develops giant fighting robots piloted by hand-picked youth from around the world. shortly after the discovery of the aliens, noriko takaya, the daughter of a famous deceased space captain, enters a training school despite her questionable talents as a pilot. there, she meets her polar opposite, the beautiful and talented kazumi amano, and is unexpectedly made to work together with her as they attempt to overcome the trauma of war as well as their own emotions.","['Action', 'Comedy', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Shounen', 'Space']",0.8229
250,Konjiki no Gash Bell!!,Zatch Bell!,金色のガッシュベル!!,7.55,"Adventure, Comedy, Demons, Supernatural, Magic, Shounen",TV,150.0,"Apr 6, 2003 to Mar 26, 2006",Spring 2003,2003,Spring,"Yomiko Advertising, Fuji TV",Toei Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1434.0,1417,97615,1143,"Takamine Kiyomaro, a depressed don't-care-about-the-world guy, was suddenly given a little demon named Gash Bell to take care of. Little does he know that Gash is embroiled into an intense fight to see who is the ruler of the demon world. All of the demons have to pick a master on Earth and duke it out with other demons until one survives. Needless to say, Kiyomaro becomes Gash's master, and through their many battles, Kiyomaro learns the importance of friendship and courage.",https://cdn.myanimelist.net/images/anime/7/14983.jpg,7.24,11.4888,7.0423,Adventure,"konjiki no gash bell!! zatch bell! tv source: manga studio: toei animation adventure, comedy, demons, supernatural, magic, shounen takamine kiyomaro, a depressed don't-care-about-the-world guy, was suddenly given a little demon named gash bell to take care of. little does he know that gash is embroiled into an intense fight to see who is the ruler of the demon world. all of the demons have to pick a master on earth and duke it out with other demons until one survives. needless to say, kiyomaro becomes gash's master, and through their many battles, kiyomaro learns the importance of friendship and courage.","['Adventure', 'Comedy', 'Demons', 'Supernatural', 'Magic', 'Shounen']",0.7766
479,Ueki no Housoku,The Law of Ueki,うえきの法則,7.76,"Action, Adventure, Comedy, Super Power, Supernatural, Drama, Shounen",TV,51.0,"Apr 4, 2005 to Mar 27, 2006",Spring 2005,2005,Spring,"Shogakukan-Shueisha Productions, Funimation, Studio Izena, Studio Tulip, TV Tokyo Music",Studio Deen,Manga,23 min. per ep.,PG-13 - Teens 13 or older,910.0,1424,97521,879,"Unbeknownst to most humans, a bizarre tournament is held to decide the next ruler of the Heavenly World. In this tournament, 100 Heavenly Beings known as the ""God Candidates"" are required to search among the middle school students on Earth, and transfer their powers to a student of their choice. The chosen ones will then battle each other, representing their God Candidates. The victor of this tournament will be awarded the ""Blank Talent""—allowing them to choose any one unique ability they so desire—while the God Candidate they represent will obtain the position of ""God"" and become the king of the Heavenly World. Participating in this grand tournament is Kousuke Ueki, a middle school student who is given the power to turn trash into trees by his homeroom teacher, Kobayashi. Despite the concerns of his classmate, Ai Mori, Ueki embarks on a journey to pursue his own sense of justice after witnessing the people around him misusing their powers for selfish purposes. But as he encounters talented power users such as Seiichirou Sano, Rinko Jerrard, Robert Haydn, and Hideyoshi Soya, he realizes that achieving his goal might be harder than it seems.",https://cdn.myanimelist.net/images/anime/8/20596.jpg,7.39,11.4878,6.7799,Action,"ueki no housoku the law of ueki tv source: manga studio: studio deen action, adventure, comedy, super power, supernatural, drama, shounen unbeknownst to most humans, a bizarre tournament is held to decide the next ruler of the heavenly world. in this tournament, 100 heavenly beings known as the ""god candidates"" are required to search among the middle school students on earth, and transfer their powers to a student of their choice. the chosen ones will then battle each other, representing their god candidates. the victor of this tournament will be awarded the ""blank talent""—allowing them to choose any one unique ability they so desire—while the god candidate they represent will obtain the position of ""god"" and become the king of the heavenly world. participating in this grand tournament is kousuke ueki, a middle school student who is given the power to turn trash into trees by his homeroom teacher, kobayashi. despite the concerns of his classmate, ai mori, ueki embarks on a journey to pursue his own sense of justice after witnessing the people around him misusing their powers for selfish purposes. but as he encounters talented power users such as seiichirou sano, rinko jerrard, robert haydn, and hideyoshi soya, he realizes that achieving his goal might be harder than it seems.","['Action', 'Adventure', 'Comedy', 'Super Power', 'Supernatural', 'Drama', 'Shounen']",0.8052
834,Bleach: The Sealed Sword Frenzy,Unknown,BLEACH The Sealed Sword Frenzy,6.98,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",Special,1.0,"Mar 23, 2006",,2006,Unknown,TV Tokyo,Studio Pierrot,Manga,33 min.,PG-13 - Teens 13 or older,3695.0,1419,97466,204,Shinigami named Baishin who was sealed by Soul Society long ago is set free on Earth. On a fateful day Ichigo encounters him and has roughly half of his reiatsu drained. Its now up to Ichigo and the Soul Society to finally put a stop to Baishin and his destruction.,https://cdn.myanimelist.net/images/anime/1/834.jpg,6.84,11.4873,5.323,Action,"bleach: the sealed sword frenzy special source: manga studio: studio pierrot action, adventure, comedy, super power, supernatural, shounen shinigami named baishin who was sealed by soul society long ago is set free on earth. on a fateful day ichigo encounters him and has roughly half of his reiatsu drained. its now up to ichigo and the soul society to finally put a stop to baishin and his destruction.","['Action', 'Adventure', 'Comedy', 'Super Power', 'Supernatural', 'Shounen']",0.6989
11079,Kill Me Baby,Kill Me Baby,キルミーベイベー,6.87,"Comedy, School, Seinen",TV,13.0,"Jan 6, 2012 to Mar 30, 2012",Winter 2012,2012,Winter,"Pony Canyon, TBS, Magic Capsule",J.C.Staff,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,4155.0,1426,97354,431,"Kill Me Baby is the touching story of Yasuna, a normal (?) high school girl, and Sonya, her best friend who happens to be an assassin. Unfortunately, little Sonya's trained assassin instincts often work against her and others in her daily high school life, as Yasuna's often-broken wrist can attest to. She just wanted a hug, but she ended up with a broken neck. Isn't it sad? No, it's hilarious. Not even Yasuna's intense ninja training can prepare her for the exciting adventures in this explosive 4-panel manga adaptation.",https://cdn.myanimelist.net/images/anime/9/87197.jpg,6.76,11.4861,6.0684,Comedy,"kill me baby tv source: 4-koma manga studio: j.c.staff comedy, school, seinen kill me baby is the touching story of yasuna, a normal (?) high school girl, and sonya, her best friend who happens to be an assassin. unfortunately, little sonya's trained assassin instincts often work against her and others in her daily high school life, as yasuna's often-broken wrist can attest to. she just wanted a hug, but she ended up with a broken neck. isn't it sad? no, it's hilarious. not even yasuna's intense ninja training can prepare her for the exciting adventures in this explosive 4-panel manga adaptation.","['Comedy', 'School', 'Seinen']",0.6839
264,Hajime no Ippo: Champion Road,Fighting Spirit:Champion Road,はじめの一歩 -Champion Road-,8.29,"Comedy, Shounen, Sports",Special,1.0,"Apr 18, 2003",,2003,Unknown,Unknown,Madhouse,Manga,1 hr. 30 min.,PG-13 - Teens 13 or older,228.0,1418,97346,220,"The challenger has become the champion as Ippo Makunouchi now wears the featherweight championship belt of Japan. Some time has passed since Ippo's victory, and he has found his friends and coach as supportive as ever; his crush, Kumi Mashiba, seems to enjoy spending time with him as well. Things are looking bright for the new champion, but just as he once set his sights on becoming the best, his first challenger poses an intimidating threat. Kazuki Sanada works as a doctor at the same hospital as Kumi and fights strategically. Known for integrating his knowledge of the human body into his fights, Sanada is a fearsome contender—however, more unnerving than his physical ability, he has garnered the support of the nurses. Despite being the champion, Ippo feels the pressure as he must face the daunting challenge, retain his belt, and win over the girl he loves.",https://cdn.myanimelist.net/images/anime/9/2361.jpg,7.76,11.486,5.3982,Comedy,"hajime no ippo: champion road fighting spirit:champion road special source: manga studio: madhouse comedy, shounen, sports the challenger has become the champion as ippo makunouchi now wears the featherweight championship belt of japan. some time has passed since ippo's victory, and he has found his friends and coach as supportive as ever; his crush, kumi mashiba, seems to enjoy spending time with him as well. things are looking bright for the new champion, but just as he once set his sights on becoming the best, his first challenger poses an intimidating threat. kazuki sanada works as a doctor at the same hospital as kumi and fights strategically. known for integrating his knowledge of the human body into his fights, sanada is a fearsome contender—however, more unnerving than his physical ability, he has garnered the support of the nurses. despite being the champion, ippo feels the pressure as he must face the daunting challenge, retain his belt, and win over the girl he loves.","['Comedy', 'Shounen', 'Sports']",0.8774
14027,Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,Haganai:A Round-Robin Story's Ending Is Way Extreme,僕は友達が少ない リレー小説は結末が半端ないL(゜□゜)」,7.09,"Harem, Slice of Life, Comedy, Romance, School",OVA,1.0,"Sep 26, 2012",,2012,Unknown,Unknown,AIC Build,Light novel,24 min.,R+ - Mild Nudity,3232.0,1420,97293,61,Unaired 13th episode of Boku wa Tomodachi ga Sukunai.,https://cdn.myanimelist.net/images/anime/3/39215.jpg,6.92,11.4855,4.1271,Harem,"boku wa tomodachi ga sukunai: relay shousetsu wa ketsumatsu ga hanpanai haganai:a round-robin story's ending is way extreme ova source: light novel studio: aic build harem, slice of life, comedy, romance, school unaired 13th episode of boku wa tomodachi ga sukunai.","['Harem', 'Slice of Life', 'Comedy', 'Romance', 'School']",0.7139
8479,Hetalia World Series,Hetalia World Series,ヘタリア Ｗorld Series,7.57,"Comedy, Historical, Parody",ONA,48.0,"Mar 26, 2010 to Mar 11, 2011",,2010,Unknown,Frontier Works,Studio Deen,Web manga,5 min. per ep.,PG-13 - Teens 13 or older,1371.0,1424,97251,1138,"The third and fourth seasons of the Hetalia Axis Powers anime. A continuation of the first 2 seasons under a new name, still adapting the online webcomics drawn by Himaruya Hidekaz. Based on a popular web-released manga series by Hidekazu Himaruya, this has been described as a ""cynical gag"" story set in Europe in the years between WW1 and WW2 (1915-1939), using exaggerated caricatures of the different nationalities as portrayed by a gaggle of bishōnen. For example, the Italia Veneziano character is into pasta and women. The Deutsche (German) bishi loves potatoes and sausages, and Nippon is an otaku boy. Installments of the manga have jumped back and forth in setting from the ancient times to modern-day geopolitics. The manga's title comes the Japanese words for ""useless"" (hetare) and Italy (Italia).",https://cdn.myanimelist.net/images/anime/9/75792.jpg,7.26,11.4851,7.0379,Comedy,"hetalia world series ona source: web manga studio: studio deen comedy, historical, parody the third and fourth seasons of the hetalia axis powers anime. a continuation of the first 2 seasons under a new name, still adapting the online webcomics drawn by himaruya hidekaz. based on a popular web-released manga series by hidekazu himaruya, this has been described as a ""cynical gag"" story set in europe in the years between ww1 and ww2 (1915-1939), using exaggerated caricatures of the different nationalities as portrayed by a gaggle of bishōnen. for example, the italia veneziano character is into pasta and women. the deutsche (german) bishi loves potatoes and sausages, and nippon is an otaku boy. installments of the manga have jumped back and forth in setting from the ancient times to modern-day geopolitics. the manga's title comes the japanese words for ""useless"" (hetare) and italy (italia).","['Comedy', 'Historical', 'Parody']",0.7793
935,Witchblade,Witchblade,ウィッチブレイド,7.27,"Action, Sci-Fi, Super Power",TV,24.0,"Apr 6, 2006 to Sep 21, 2006",Spring 2006,2006,Spring,"GDH, SKY Perfect Well Think, Sotsu Music Publishing",Gonzo,Other,24 min. per ep.,R - 17+ (violence & profanity),2478.0,1425,97248,571,"asane Amaha and her daughter Rihoko are on the run from a government child welfare agency that wants to take Rihoko away from her mother. They are caught and Rihoko is taken away. Meanwhile, Masane is attacked by an advanced weapon that can disguise itself as a human being. When faced with the danger, a strange light emits from her wrist and she transforms into a powerful being. She destroys the weapon and consequently becomes involved in a power struggle between powerful organizations, with her at the center of their attention. Because she holds the greatest power of them all, the legendary Witchblade.",https://cdn.myanimelist.net/images/anime/1/935.jpg,7.04,11.485,6.3491,Action,"witchblade tv source: other studio: gonzo action, sci-fi, super power asane amaha and her daughter rihoko are on the run from a government child welfare agency that wants to take rihoko away from her mother. they are caught and rihoko is taken away. meanwhile, masane is attacked by an advanced weapon that can disguise itself as a human being. when faced with the danger, a strange light emits from her wrist and she transforms into a powerful being. she destroys the weapon and consequently becomes involved in a power struggle between powerful organizations, with her at the center of their attention. because she holds the greatest power of them all, the legendary witchblade.","['Action', 'Sci-Fi', 'Super Power']",0.7384
80,Mobile Suit Gundam,Mobile Suit Gundam,機動戦士ガンダム,7.78,"Action, Military, Sci-Fi, Space, Mecha",TV,43.0,"Apr 7, 1979 to Jan 26, 1980",Spring 1979,1979,Spring,"Sotsu, Nagoya Broadcasting Network",Sunrise,Original,25 min. per ep.,PG-13 - Teens 13 or older,867.0,1427,97216,1787,"It is year 0079 of the Universal Century. Mankind has moved to space, living in colony clusters known as ""Sides."" One of these Sides declares itself the ""Principality of Zeon"" and declares war on the Earth Federation, the governmental body currently ruling Earth. Using powerful humanoid robots known as ""mobile suits,"" Zeon quickly gains the upper hand. Nine months into the conflict, the Earth Federation has developed its own powerful mobile suit called the Gundam. When Zeon launches an attack on the colony holding the Gundam, a 15-year-old civilian named Amuro Ray suddenly finds himself thrown into a conflict that will take him all across Earth and space, pitting him against the enemy's ace pilot, Char Aznable.",https://cdn.myanimelist.net/images/anime/5/88524.jpg,7.4,11.4847,7.4889,Action,"mobile suit gundam tv source: original studio: sunrise action, military, sci-fi, space, mecha it is year 0079 of the universal century. mankind has moved to space, living in colony clusters known as ""sides."" one of these sides declares itself the ""principality of zeon"" and declares war on the earth federation, the governmental body currently ruling earth. using powerful humanoid robots known as ""mobile suits,"" zeon quickly gains the upper hand. nine months into the conflict, the earth federation has developed its own powerful mobile suit called the gundam. when zeon launches an attack on the colony holding the gundam, a 15-year-old civilian named amuro ray suddenly finds himself thrown into a conflict that will take him all across earth and space, pitting him against the enemy's ace pilot, char aznable.","['Action', 'Military', 'Sci-Fi', 'Space', 'Mecha']",0.8079
906,Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru,Dragon Ball Z:Wrath of the Dragon,ドラゴンボールZ 龍拳爆発!!悟空がやらねば誰がやる,7.34,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1.0,"Jul 15, 1995",,1995,Unknown,Unknown,Toei Animation,Manga,51 min.,PG-13 - Teens 13 or older,2146.0,1435,97191,86,The Z Warriors discover an unopenable music box and are told to open it with the dragon balls. The contents turn out to be a warrior named Tapion who had sealed himself inside along with a monster called Hildegarn. Goku must now perfect a new technique to defeat the evil monster.,https://cdn.myanimelist.net/images/anime/1704/93676.jpg,7.09,11.4844,4.4659,Action,"dragon ball z movie 13: ryuuken bakuhatsu!! gokuu ga yaraneba dare ga yaru dragon ball z:wrath of the dragon movie source: manga studio: toei animation action, adventure, comedy, fantasy, sci-fi, shounen the z warriors discover an unopenable music box and are told to open it with the dragon balls. the contents turn out to be a warrior named tapion who had sealed himself inside along with a monster called hildegarn. goku must now perfect a new technique to defeat the evil monster.","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']",0.748
31318,Comet Lucifer,Comet Lucifer,コメット・ルシファー,5.86,"Action, Adventure, Fantasy, Mecha",TV,12.0,"Oct 4, 2015 to Dec 20, 2015",Fall 2015,2015,Fall,"Bandai Visual, Lantis, Bushiroad, Good Smile Company, BS11, Sony PCL",8bit,Original,23 min. per ep.,PG-13 - Teens 13 or older,8660.0,1431,97175,91,"In the world of Gift, the bowels of the planet hide a highly sought after crystalline substance known as Giftium. A young boy on Gift named Sougo Amagi inherited his interest in Giftium from his mother, a researcher. As an inhabitant of Garden Indigo, a small and prosperous miner's town, Sougo has many opportunities to forage and collect rare crystals that can only be found there. However, the most exciting treasure that Sougo discovers is not a crystal, but a person. After being pulled into a school quarrel, he plummets into the deep caverns of an old mine. There, in the abysmal depths of the earth, Felia—an enigmatic girl with red eyes and blue hair—emerges from a large crystal. Through this strange first encounter, bonds of friendship are formed between Felia and Sougo. But Felia is being pursued by a secret organization that aims to use her powers for their own benefit, and Sougo and his friends must help her, all while discovering the true nature of this girl from the crystal.",https://cdn.myanimelist.net/images/anime/3/76111.jpg,6.05,11.4843,4.5218,Action,"comet lucifer tv source: original studio: 8bit action, adventure, fantasy, mecha in the world of gift, the bowels of the planet hide a highly sought after crystalline substance known as giftium. a young boy on gift named sougo amagi inherited his interest in giftium from his mother, a researcher. as an inhabitant of garden indigo, a small and prosperous miner's town, sougo has many opportunities to forage and collect rare crystals that can only be found there. however, the most exciting treasure that sougo discovers is not a crystal, but a person. after being pulled into a school quarrel, he plummets into the deep caverns of an old mine. there, in the abysmal depths of the earth, felia—an enigmatic girl with red eyes and blue hair—emerges from a large crystal. through this strange first encounter, bonds of friendship are formed between felia and sougo. but felia is being pursued by a secret organization that aims to use her powers for their own benefit, and sougo and his friends must help her, all while discovering the true nature of this girl from the crystal.","['Action', 'Adventure', 'Fantasy', 'Mecha']",0.5463
